字,辅码
𧍂,io
𧍃,if
𧍒,ie
𧍓,pi
𧍔,in
𧍕,ie
𧍖,io
𧍘,iy
𧍙,ci
𧍜,it
𧍝,ij
𧍟,ci
𧍠,ix
𧍢,ii
𧍥,in
𧍨,ki
𧍪,iy
𧍫,il
𧍬,ic
𧍭,iu
𧍮,ik
𧍯,ii
𧍰,iu
𧍱,it
𧍲,ig
𧍴,ij
𧍵,ui
𧍶,iy
𧍿,ip
𧎃,bi
𧎄,iw
𧎕,li
𧎖,iu
𧎗,hi
𧎘,ii
𧎙,ie
𧎡,ik
𧎣,ie
𧎤,ix
𧎥,ix
𧎨,iu
𧎪,ui
𧎫,ib
𧎭,ui
𧎮,ii
𧎯,ig
𧎰,ui
𧎱,bi
𧎲,ig
𧎳,ix
𧎴,ik
𧎵,im
𧎷,ip
𧎸,ik
𧎹,ui
𧎺,ik
𧎻,si
𧎾,ix
𧎿,bi
𧏂,"id,in"
𧏃,id
𧏆,ii
𧏋,ai
𧏑,il
𧏓,it
𧏚,uy
𧏜,"id,in"
𧏥,ix
𧏧,iw
𧏫,iy
𧏸,ik
𧏹,"in,iu"
𧏺,ik
𧏻,il
𧏽,ix
𧏾,ki
𧏿,iz
𧐁,ir
𧐃,id
𧐄,ir
𧐅,iq
𧐈,fi
𧐉,ui
𧐊,ii
𧐋,ik
𧐌,ki
𧐍,ij
𧐎,ie
𧐐,ib
𧐒,iz
𧐓,li
𧐔,ib
𧐕,ic
𧐖,iz
𧐗,ir
𧐙,il
𧐟,ix
𧐬,is
𧐯,ti
𧐰,ki
𧐱,ii
𧐲,ij
𧐳,is
𧐴,ib
𧑀,ig
𧑆,il
𧑇,im
𧑈,ib
𧑊,ix
𧑋,ib
𧑌,ib
𧑍,il
𧑎,ii
𧑐,ik
𧑑,il
𧑒,iw
𧑓,iu
𧑔,iz
𧑕,ix
𧑖,ai
𧑗,iy
𧑘,di
𧑙,iy
𧑚,id
𧑜,ib
𧑝,fi
𧑠,iu
𧑡,ib
𧑤,vi
𧑦,ig
𧑧,ui
𧑨,fi
𧑩,in
𧑫,ix
𧒀,iw
𧒂,pi
𧒈,di
𧒎,wi
𧒐,it
𧒑,iv
𧒓,ib
𧒕,ui
𧒖,iz
𧒙,pi
𧒚,ci
𧒜,yi
𧒝,ui
𧒨,ct
𧒽,it
𧒿,iu
𧓀,ri
𧓁,iw
𧓄,iu
𧓋,it
𧓎,pi
𧓏,in
𧓐,ei
𧓓,iv
𧓔,mi
𧓕,di
𧓖,oi
𧓗,ir
𧓘,ic
𧓩,ib
𧓪,ig
𧓲,il
𧓴,iz
𧓸,ie
𧓺,ih
𧓻,ix
𧓽,ii
𧓿,ci
𧔂,bi
𧔅,iy
𧔏,ci
𧔖,ib
𧔝,iv
𧔞,ii
𧔡,ui
𧔣,ib
𧔤,qi
𧔥,iz
𧔦,ih
𧔧,zi
𧔨,vi
𧔪,vi
𧔬,im
𧔭,bi
𧔳,pi
𧔴,ci
𧔷,iz
𧕃,id
𧕄,ix
𧕅,ik
𧕇,iy
𧕉,ik
𧕋,ic
𧕌,ti
𧕍,ik
𧕎,di
𧕒,fi
𧕓,ie
𧕙,ri
𧕝,bi
𧕞,hi
𧕟,iy
𧕡,iw
𧕤,vi
𧕥,id
𧕦,ki
𧕧,ji
𧕨,ii
𧕮,if
𧕯,ib
𧕱,vi
𧕲,ri
𧕴,ni
𧕵,li
𧕸,mi
𧕺,if
𧕼,vi
𧕿,fi
𧖁,wi
𧖆,iz
𧖇,gi
𧖉,ui
𧖑,gi
𧖒,iy
𧖔,ai
𧖘,iu
𧖙,oi
𧖚,ai
𧖜,ir
𧖠,vi
𧖢,vi
𧖨,xv
𧖪,xx
𧖬,ax
𧖮,xo
𧖵,xv
𧖷,xx
𧖻,xa
𧖼,xk
𧖿,xu
𧗁,yx
𧗆,cx
𧗈,xc
𧗋,xp
𧗌,xh
𧗎,cx
𧗏,xb
𧗒,yx
𧗖,ix
𧗦,ii
𧗩,bi
𧗪,ii
𧗫,ii
𧗱,ii
𧗴,ii
𧗶,ii
𧗸,ii
𧗹,ii
𧗼,ii
𧗿,ii
𧘃,ii
𧘈,pl
𧘍,pg
𧘏,pg
𧘑,pu
𧘗,ky
𧘜,pq
𧘞,pu
𧘟,pl
𧘢,ph
𧘥,pi
𧘧,pv
𧘨,wy
𧘩,fy
𧘫,wy
𧘮,wy
𧘽,ny
𧘿,pv
𧙀,pl
𧙁,vy
𧙃,wy
𧙄,pb
𧙅,pk
𧙆,pg
𧙇,pj
𧙈,pk
𧙉,wy
𧙌,ws
𧙏,wy
𧙔,pt
𧙛,pj
𧙝,pi
𧙞,pn
𧙡,pd
𧙣,py
𧙤,pm
𧙥,pk
𧙧,"pg,pk"
𧙭,gy
𧙮,pd
𧙶,by
𧙸,pa
𧙺,pk
𧙾,ry
𧚀,pm
𧚁,pe
𧚂,pc
𧚃,px
𧚄,pw
𧚅,pl
𧚆,pz
𧚇,pv
𧚉,pw
𧚋,pf
𧚏,pu
𧚐,ay
𧚡,py
𧚥,py
𧚨,pr
𧚩,hy
𧚪,pn
𧚫,po
𧚬,pg
𧚭,pk
𧚯,py
𧚷,pv
𧛏,py
𧛒,pd
𧛓,pw
𧛔,pm
𧛗,pq
𧛚,pn
𧛞,po
𧛟,pu
𧛡,pk
𧛢,pw
𧛧,ky
𧛸,pp
𧛹,px
𧛺,pu
𧛻,px
𧛼,pc
𧛾,pm
𧜁,py
𧜂,pj
𧜃,pm
𧜅,pk
𧜉,wy
𧜊,wo
𧜔,po
𧜚,qy
𧜛,pe
𧜞,py
𧜠,pu
𧜡,pm
𧜣,pn
𧜤,ky
𧜦,pz
𧜧,pj
𧜱,pn
𧜲,po
𧜽,pr
𧝂,pb
𧝃,pk
𧝆,po
𧝇,pb
𧝉,pd
𧝊,po
𧝋,pw
𧝎,pl
𧝐,pk
𧝑,wy
𧝒,pb
𧝔,py
𧝕,wy
𧝗,wy
𧝘,py
𧝜,px
𧝤,pj
𧝪,pc
𧝫,pj
𧝬,dy
𧝮,px
𧝲,pu
𧝳,pw
𧝷,jy
𧝸,pf
𧞀,pl
𧞍,px
𧞏,pb
𧞐,vy
𧞒,uy
𧞕,ey
𧞝,pj
𧞞,ph
𧞣,pq
𧞤,py
𧞩,pg
𧞪,pv
𧞫,pa
𧞬,pj
𧞭,pt
𧞰,px
𧞲,pb
𧞸,pz
𧞹,uy
𧞺,uy
𧟃,pk
𧟄,py
𧟌,pf
𧟑,pm
𧟘,py
𧟙,pr
𧟜,pl
𧟠,aa
𧟣,"aj,xj"
𧟨,"au,xu"
𧟵,xy
𧟼,"at,xt"
𧠂,"aw,xw"
𧠆,ze
𧠈,ye
𧠊,ke
𧠋,oc
𧠎,ae
𧠒,re
𧠓,ke
𧠚,be
𧠛,ve
𧠜,se
𧠝,re
𧠞,"pe,he"
𧠟,de
𧠡,pe
𧠢,qe
𧠣,ve
𧠥,ae
𧠦,oo
𧠩,ce
𧠪,ue
𧠫,ae
𧠬,re
𧠴,oc
𧠶,ue
𧠼,ne
𧠽,be
𧠾,pe
𧡇,ol
𧡈,ke
𧡉,od
𧡋,ie
𧡍,de
𧡏,ye
𧡑,le
𧡘,ue
𧡙,ne
𧡚,ue
𧡜,oe
𧡡,be
𧡢,be
𧡣,he
𧡤,"pe,he"
𧡦,pe
𧡨,oe
𧡩,pe
𧡪,qe
𧡫,ve
𧡬,ve
𧡮,me
𧡯,oe
𧡴,je
𧡵,de
𧡶,oe
𧡸,ve
𧡹,le
𧡺,le
𧢂,ke
𧢃,le
𧢆,fe
𧢋,xe
𧢌,ze
𧢐,be
𧢒,ie
𧢖,ce
𧢛,oj
𧢜,me
𧢝,ie
𧢞,he
𧢢,re
𧢦,pe
𧢧,ee
𧢩,oe
𧢬,te
𧢭,oe
𧢵,dv
𧢹,dj
𧢼,"pt,py"
𧢽,db
𧢾,dv
𧣁,dv
𧣃,db
𧣋,dl
𧣌,hy
𧣑,dg
𧣒,dj
𧣕,dr
𧣖,db
𧣚,dd
𧣛,de
𧣟,dy
𧣡,"xy,xt"
𧣢,dg
𧣣,dx
𧣤,db
𧣩,dj
𧣪,do
𧣬,dq
𧣭,dv
𧣵,dc
𧣷,dk
𧣸,dy
𧣹,dh
𧣺,du
𧣻,dk
𧣾,dj
𧤃,dl
𧤍,dj
𧤎,da
𧤏,de
𧤐,dk
𧤑,"jy,jt"
𧤒,dg
𧤓,do
𧤕,dy
𧤖,dn
𧤗,de
𧤙,hy
𧤛,dh
𧤜,dl
𧤝,dt
𧤟,dm
𧤠,dm
𧤡,dw
𧤣,du
𧤨,dn
𧤩,"dd,du"
𧤮,dk
𧤯,da
𧤴,uy
𧤵,dt
𧤼,dr
𧤽,do
𧥄,"dg,da"
𧥆,uu
𧥈,dm
𧥋,df
𧥌,db
𧥍,dh
𧥎,dy
𧥑,"gy,gt"
𧥓,dd
𧥕,de
𧥖,db
𧥚,"xy,xt"
𧥛,wk
𧥜,wk
𧥟,wv
𧥣,wk
𧥤,wu
𧥮,wh
𧥯,wd
𧥱,wf
𧥴,we
𧥵,wo
𧥸,wn
𧥹,wf
𧥺,"we,wd"
𧥼,ws
𧥿,uk
𧦁,wr
𧦎,wk
𧦑,wj
𧦚,wy
𧦝,wh
𧦞,wj
𧦟,wf
𧦤,wk
𧦧,wy
𧦭,wy
𧦮,wn
𧦸,gk
𧦹,wb
𧧃,kk
𧧄,wn
𧧅,wl
𧧆,wk
𧧇,wm
𧧉,wq
𧧊,"ws,wv"
𧧋,wd
𧧏,nk
𧧒,wn
𧧓,wx
𧧔,wv
𧧕,wz
𧧜,wx
𧧝,wy
𧧟,wg
𧧩,wd
𧧵,wr
𧧶,wh
𧧸,wd
𧧹,rk
𧧺,wt
𧧻,wv
𧧾,wb
𧨀,wt
𧨂,wk
𧨄,"wv,wk"
𧨆,wv
𧨈,gk
𧨊,wv
𧨋,wv
𧨗,wh
𧨘,wp
𧨟,wk
𧨡,wk
𧨧,ek
𧨩,wx
𧨰,wd
𧨱,wd
𧨲,xk
𧨳,wu
𧨴,wu
𧨵,wf
𧨷,wo
𧨸,wb
𧨹,wu
𧨾,wm
𧨿,wb
𧩃,wx
𧩅,ww
𧩒,wm
𧩚,wu
𧩝,wo
𧩣,wx
𧩦,wa
𧩧,wy
𧩨,wu
𧩪,wx
𧩫,wx
𧩬,wb
𧩮,wy
𧩰,wv
𧩱,wk
𧩲,wd
𧩴,wm
𧩶,wd
𧩸,wc
𧩹,wy
𧩼,ww
𧪅,wx
𧪇,we
𧪕,wy
𧪘,wg
𧪚,wa
𧪝,wn
𧪞,wm
𧪠,wu
𧪡,wo
𧪢,wm
𧪣,wh
𧪦,wx
𧪨,wm
𧪫,wb
𧪮,wk
𧪯,wk
𧪹,wu
𧫊,ak
𧫑,wj
𧫒,wu
𧫓,wd
𧫕,wx
𧫗,wx
𧫛,wy
𧫜,gk
𧫝,ww
𧫞,wy
𧫡,wt
𧫢,ww
𧫤,wl
𧫥,wd
𧫦,kk
𧫧,wy
𧫬,ak
𧫾,wy
𧫿,wc
𧬁,wu
𧬂,wb
𧬅,wo
𧬆,wk
𧬇,wa
𧬈,wx
𧬊,qk
𧬌,we
𧬏,wc
𧬕,wu
𧬤,wl
𧬧,wt
𧬨,wp
𧬩,wj
𧬪,wz
𧬫,wh
𧬬,wn
𧬰,xk
𧬱,wk
𧭃,fk
𧭇,wf
𧭈,wd
𧭊,"wn,wu"
𧭌,ww
𧭍,"wr,wn"
𧭎,wn
𧭏,wt
𧭓,wh
𧭔,vk
𧭕,wj
𧭚,we
𧭜,wx
𧭝,wx
𧭞,wv
𧭟,wz
𧭠,wh
𧭣,wj
𧭤,wu
𧭥,wm
𧭦,wy
𧭪,wg
𧭳,dk
𧭸,wj
𧭹,vk
𧭻,wk
𧭼,we
𧭽,wk
𧭾,wb
𧮆,wn
𧮈,wr
𧮍,wo
𧮑,wx
𧮒,wy
𧮓,wf
𧮗,wx
𧮙,yk
𧮛,wf
𧮝,dk
𧮞,wy
𧮡,wb
𧮤,we
𧮫,rk
𧮬,bu
𧮭,bw
𧮮,bq
𧮰,bv
𧮱,bd
𧮳,bg
𧮴,bk
𧮵,bk
𧮶,bk
𧮺,bg
𧮻,bk
𧮼,wk
𧮽,bj
𧮿,bk
𧯀,by
𧯃,bk
𧯆,bk
𧯈,bx
𧯊,bx
𧯋,by
𧯌,bu
𧯍,bl
𧯏,ik
𧯒,bo
𧯖,bo
𧯗,bd
𧯘,bw
𧯞,aj
𧯠,ak
𧯡,xa
𧯥,ua
𧯦,ja
𧯨,ax
𧯩,ar
𧯪,ap
𧯫,vd
𧯯,ab
𧯰,aj
𧯱,aa
𧯲,al
𧯼,uk
𧯾,ud
𧰃,an
𧰄,wa
𧰆,al
𧰇,uy
𧰈,sa
𧰊,ub
𧰎,al
𧰒,ua
𧰘,uu
𧰙,ed
𧰠,uv
𧰡,uv
𧰣,uh
𧰧,an
𧰨,pn
𧰩,ud
𧰪,gu
𧰭,uv
𧰯,us
𧰰,uy
𧰱,uy
𧰲,vu
𧰴,us
𧰵,ay
𧰷,um
𧰹,ui
𧰻,us
𧰿,ux
𧱀,ue
𧱄,ku
𧱅,uy
𧱆,ua
𧱏,lu
𧱐,uz
𧱓,"up,ud"
𧱘,ll
𧱜,uc
𧱝,yu
𧱡,ug
𧱢,us
𧱩,ug
𧱪,ut
𧱫,uo
𧱰,uy
𧱲,um
𧱳,lk
𧱴,ub
𧱵,uk
𧱹,uc
𧱻,ue
𧱼,ur
𧱾,uq
𧲀,un
𧲂,ul
𧲃,uw
𧲄,uh
𧲅,uo
𧲇,uu
𧲈,uz
𧲋,uu
𧲌,ur
𧲍,ux
𧲗,uo
𧲘,ug
𧲙,uk
𧲜,un
𧲝,iu
𧲡,vl
𧲢,vq
𧲤,vn
𧲥,vo
𧲦,ve
𧲧,vb
𧲭,vg
𧲮,vv
𧲯,vd
𧲰,vq
𧲱,vy
𧲴,vd
𧲵,vt
𧲺,vp
𧲻,vb
𧲽,vj
𧲿,vk
𧳀,ve
𧳁,vx
𧳂,vq
𧳄,vx
𧳅,vl
𧳆,vk
𧳉,vk
𧳌,vj
𧳍,vo
𧳎,vk
𧳏,vk
𧳐,vj
𧳙,vn
𧳚,vu
𧳛,vn
𧳜,vk
𧳝,vu
𧳞,vf
𧳟,vl
𧳠,vl
𧳣,vd
𧳦,vx
𧳧,vb
𧳨,vm
𧳩,vu
𧳪,vo
𧳫,vy
𧳬,vo
𧳮,vv
𧳶,vy
𧳸,vg
𧳹,vp
𧳼,vp
𧴁,vd
𧴂,vz
𧴃,vj
𧴄,vl
𧴅,vx
𧴇,vr
𧴊,vx
𧴌,vn
𧴎,vv
𧴓,ve
𧴕,vx
𧴖,vp
𧴗,vf
𧴙,vv
𧴚,vo
𧴠,vv
𧴢,vq
𧴣,vw
𧴤,ob
𧴥,lb
𧴪,xb
𧴬,or
𧴭,pb
𧴲,vb
𧴸,ov
𧴺,pb
𧵃,ou
𧵈,os
𧵊,og
𧵋,ox
𧵌,oy
𧵎,ub
𧵞,kb
𧵠,ib
𧵡,oc
𧵢,os
𧵣,oo
𧵤,oc
𧵨,on
𧵬,on
𧵭,"gb,kb"
𧵱,sb
𧵻,og
𧵼,ab
𧶄,ol
𧶆,ok
𧶇,oj
𧶊,ks
𧶍,oy
𧶔,ow
𧶕,ow
𧶖,oj
𧶙,lb
𧶜,wb
𧶠,ub
𧶡,bb
𧶲,oe
𧶵,oj
𧶷,vb
𧶸,ob
𧶺,od
𧷅,kb
𧷋,xb
𧷎,lt
𧷐,bb
𧷑,ib
𧷛,og
𧷡,on
𧷥,zb
𧷦,oe
𧷧,lb
𧷶,ok
𧷾,ok
𧷿,oe
𧸂,ow
𧸅,od
𧸈,bb
𧸖,on
𧸗,op
𧸘,or
𧸙,oz
𧸦,om
𧸧,pb
𧸨,of
𧸩,oo
𧸪,ot
𧸫,ky
𧸲,ob
𧸽,oz
𧸾,hb
𧸿,oh
𧹈,od
𧹊,oc
𧹌,ub
𧹐,of
𧹛,ty
𧹞,ty
𧹣,tk
𧹨,cd
𧹬,tt
𧹭,tt
𧹲,uy
𧹳,ud
𧹴,tt
𧹶,tx
𧹺,tm
𧹾,bd
𧺅,vd
𧺎,tj
𧺏,ty
𧺐,ta
𧺒,tx
𧺝,to
𧺟,tv
𧺠,tv
𧺡,tl
𧺢,ty
𧺣,tr
𧺤,tj
𧺨,tx
𧺰,td
𧺲,tb
𧺴,tw
𧺶,tu
𧺷,ts
𧺸,tk
𧺹,tj
𧺺,td
𧺼,tb
𧺽,tk
𧺾,tb
𧺿,tu
𧻁,tq
𧻃,to
𧻍,tb
𧻒,tl
𧻓,tk
𧻔,tw
𧻕,"tn,td"
𧻖,tv
𧻗,tx
𧻘,td
𧻙,tb
𧻚,ta
𧻜,tv
𧻝,ty
𧻞,tm
𧻧,tg
𧻰,tk
𧻱,tq
𧻲,tl
𧻳,tk
𧻴,tl
𧻵,tj
𧻶,tj
𧻷,tf
𧻸,tj
𧻹,ty
𧻺,tw
𧻼,tt
𧻿,ta
𧼊,te
𧼎,td
𧼏,ty
𧼐,th
𧼑,ta
𧼒,ty
𧼓,td
𧼔,tw
𧼕,td
𧼖,mr
𧼗,tf
𧼘,tk
𧼙,"tn,td"
𧼜,tx
𧼟,tb
𧼠,tu
𧼤,td
𧼨,tv
𧼩,tv
𧼪,td
𧼫,to
𧼬,tw
𧼭,ty
𧼮,tw
𧼯,td
𧼰,tj
𧼱,tw
𧼳,tp
𧼴,te
𧼵,tu
𧼶,tk
𧽅,tm
𧽆,tl
𧽉,tn
𧽊,ta
𧽋,tw
𧽌,tg
𧽍,tb
𧽎,tf
𧽏,ty
𧽐,tw
𧽑,tu
𧽒,tq
𧽓,tr
𧽔,ty
𧽖,tt
𧽞,th
𧽟,tf
𧽠,tf
𧽢,tc
𧽣,tu
𧽤,tx
𧽥,tb
𧽦,tk
𧽧,tx
𧽨,te
𧽩,pr
𧽫,to
𧽲,tx
𧽶,th
𧽷,tl
𧽸,tr
𧽻,tk
𧽼,tu
𧽽,tx
𧽾,tw
𧽿,tl
𧾁,tf
𧾂,tg
𧾆,to
𧾊,ta
𧾍,ta
𧾎,ty
𧾏,tr
𧾐,tw
𧾑,tu
𧾔,tx
𧾚,tb
𧾛,ty
𧾝,ty
𧾡,tt
𧾢,tg
𧾣,tw
𧾤,tw
𧾥,tb
𧾧,tx
𧾨,tx
𧾩,ty
𧾮,tk
𧾯,td
𧾰,tb
𧾱,tf
𧾲,tm
𧾵,ty
𧾶,ti
𧾻,zl
𧾽,zu
𧾾,zj
𧿅,zu
𧿆,"zy,zs"
𧿇,zy
𧿉,"zv,zk"
𧿌,zq
𧿏,zv
𧿒,zv
𧿓,zd
𧿔,zi
𧿕,zb
𧿖,zk
𧿗,pr
𧿘,zu
𧿙,ze
𧿚,zd
𧿜,zd
𧿝,zv
𧿞,zr
𧿠,zy
𧿡,zq
𧿥,zb
𧿧,zj
𧿨,zy
𧿩,zl
𧿫,zu
𧿲,zp
𧿳,zf
𧿴,zm
𧿵,zj
𧿶,zy
𧿷,zy
𧿸,zy
𧿹,zm
𧿺,zi
𧿻,zj
𧿼,zg
𧿽,zk
𨀀,zx
𨀅,zr
𨀉,zd
𨀔,za
𨀕,zw
𨀖,zr
𨀘,zy
𨀙,zk
𨀛,zz
𨀜,zk
𨀝,zy
𨀟,zq
𨀠,zg
𨀤,zl
𨀥,zr
𨀧,za
𨀨,zx
𨀫,zj
𨀬,zt
𨀮,zo
𨀯,ze
𨀴,zo
𨀶,wr
𨀸,zq
𨁀,rr
𨁁,zr
𨁂,zj
𨁃,zp
𨁄,zg
𨁅,zu
𨁆,zz
𨁇,zk
𨁈,zg
𨁉,zm
𨁊,zv
𨁋,za
𨁌,ze
𨁍,ze
𨁎,"zt,zw"
𨁏,zf
𨁐,zc
𨁑,ze
𨁒,zk
𨁗,zz
𨁝,zz
𨁠,zt
𨁡,zn
𨁶,zy
𨁷,zq
𨁸,zq
𨁹,zh
𨁺,zb
𨁽,zc
𨁿,zn
𨂀,zq
𨂁,zd
𨂂,zh
𨂃,zo
𨂅,zd
𨂇,zv
𨂊,zk
𨂐,zl
𨂒,zn
𨂝,br
𨂞,ky
𨂟,"zw,ze,zv"
𨂠,zb
𨂡,zt
𨂢,gr
𨂣,sr
𨂦,zu
𨂩,zy
𨂪,zp
𨂫,zp
𨂭,zm
𨂯,zg
𨂰,zd
𨂱,zi
𨂲,zk
𨂴,zx
𨂵,zj
𨂿,zv
𨃃,zv
𨃄,zn
𨃅,zf
𨃇,zn
𨃓,zm
𨃕,zt
𨃖,zk
𨃗,or
𨃘,zp
𨃙,zm
𨃚,zk
𨃛,zu
𨃞,vr
𨃟,zy
𨃣,zi
𨃤,zk
𨃭,zm
𨃰,zn
𨃳,zb
𨄅,zk
𨄇,zu
𨄈,zm
𨄉,zu
𨄋,zy
𨄌,zb
𨄍,zf
𨄐,zx
𨄓,zg
𨄔,zc
𨄕,zu
𨄗,zn
𨄚,pr
𨄛,zu
𨄜,zn
𨄮,zu
𨄯,ur
𨄰,zi
𨄱,zx
𨅅,zy
𨅊,zw
𨅋,zl
𨅍,zo
𨅎,zy
𨅏,zi
𨅑,zb
𨅒,zc
𨅓,zo
𨅔,zo
𨅗,zy
𨅘,ur
𨅝,zy
𨅣,zt
𨅤,zo
𨅪,yy
𨆁,za
𨆂,zj
𨆃,zx
𨆄,zr
𨆅,zg
𨆇,zj
𨆉,zt
𨆊,ur
𨆌,zb
𨆍,zv
𨆎,zu
𨆏,zz
𨆙,zb
𨆨,zv
𨆪,ir
𨆬,kr
𨆰,zh
𨆱,zj
𨆲,zx
𨆵,zb
𨆽,zm
𨆾,zx
𨇁,zb
𨇃,zb
𨇄,zw
𨇅,zu
𨇆,zy
𨇍,zi
𨇎,zw
𨇕,zc
𨇖,zm
𨇗,zv
𨇘,lr
𨇙,zi
𨇝,zj
𨇢,zu
𨇤,zy
𨇦,zj
𨇩,zd
𨇯,zy
𨇻,zf
𨇼,zx
𨇽,zf
𨈀,zb
𨈈,zq
𨈊,zg
𨈋,zc
𨈌,zx
𨈎,zn
𨈓,ux
𨈕,ue
𨈖,uk
𨈗,ku
𨈘,uu
𨈙,uy
𨈚,ub
𨈥,um
𨈧,ul
𨈩,ud
𨈫,uv
𨈮,uu
𨈶,um
𨈷,ub
𨈹,uk
𨈺,ub
𨉁,uw
𨉃,ru
𨉅,ul
𨉋,ue
𨉖,mu
𨉚,ud
𨉜,uk
𨉝,uv
𨉡,ui
𨉢,uv
𨉣,uy
𨉤,uw
𨉥,um
𨉩,uo
𨉪,uv
𨉫,uk
𨉭,uo
𨉱,ud
𨉴,ue
𨉸,um
𨉹,ua
𨉽,uw
𨉾,uo
𨊅,uw
𨊈,uu
𨊉,um
𨊑,ua
𨊔,um
𨊘,ux
𨊚,uu
𨊛,uv
𨊝,ur
𨊞,ue
𨊟,yu
𨊡,id
𨊢,as
𨊧,ig
𨊰,iq
𨊱,iy
𨊳,ix
𨊸,io
𨊹,ib
𨊺,iv
𨊻,ik
𨊼,iy
𨊿,iy
𨋀,ii
𨋃,ij
𨋈,iu
𨋉,ui
𨋐,iw
𨋑,gi
𨋒,ic
𨋔,iy
𨋕,ie
𨋖,ie
𨋗,ib
𨋘,iv
𨋙,iu
𨋚,iy
𨋛,il
𨋞,ij
𨋟,hi
𨋠,ij
𨋡,ii
𨋥,if
𨋦,iy
𨋧,bi
𨋨,ig
𨋩,iq
𨋫,id
𨋬,li
𨋮,io
𨋯,iy
𨋰,ir
𨋲,iu
𨋷,ig
𨋺,ji
𨋽,iy
𨋾,ix
𨌄,pi
𨌅,yi
𨌆,is
𨌈,iu
𨌌,ib
𨌍,iu
𨌎,ih
𨌑,in
𨌔,ie
𨌘,iw
𨌝,id
𨌠,iu
𨌢,il
𨌣,in
𨌤,wi
𨌥,ww
𨌧,id
𨌨,if
𨌩,ik
𨌫,iv
𨌬,iu
𨌭,io
𨌮,id
𨌰,ir
𨌳,io
𨌴,if
𨌶,io
𨍆,io
𨍇,ik
𨍈,iw
𨍉,ix
𨍊,ih
𨍎,si
𨍏,iy
𨍐,io
𨍑,io
𨍒,ii
𨍕,im
𨍛,im
𨍜,iv
𨍞,iy
𨍢,ik
𨍧,iw
𨍩,if
𨍫,im
𨍭,ic
𨍮,il
𨍯,oi
𨍰,im
𨍲,iu
𨍴,ik
𨍶,hi
𨍷,ie
𨍸,it
𨍹,ig
𨍺,iy
𨎉,ir
𨎋,it
𨎌,ti
𨎍,in
𨎎,ie
𨎔,in
𨎖,xi
𨎛,im
𨎝,io
𨎢,ix
𨎤,ia
𨎦,iu
𨎧,ip
𨎩,ib
𨎫,io
𨎬,iw
𨎭,iy
𨎮,iy
𨎳,if
𨎴,it
𨎶,iu
𨎷,in
𨎸,im
𨎹,ih
𨎻,ik
𨎾,ib
𨏂,iz
𨏆,ii
𨏈,ix
𨏉,vi
𨏊,ii
𨏒,iu
𨏔,ib
𨏛,iy
𨏞,vi
𨏠,is
𨏤,ix
𨏥,ix
𨏩,wf
𨏪,ij
𨏫,ic
𨏬,ii
𨏳,ik
𨏴,ie
𨏵,iw
𨏶,yi
𨏹,iy
𨏺,iv
𨏼,ij
𨏿,ii
𨐁,iq
𨐃,ji
𨐈,iw
𨐋,"lu,wg"
𨐍,pu
𨐐,lv
𨐑,le
𨐔,xu
𨐕,eu
𨐖,xu
𨐛,uu
𨐡,lk
𨐣,lm
𨐥,lg
𨐦,li
𨐨,uj
𨐩,ln
𨐰,lu
𨐱,lu
𨐳,hu
𨐴,uj
𨐶,la
𨐾,vu
𨑊,xn
𨑌,tn
𨑎,zv
𨑑,zw
𨑜,zx
𨑝,"zd,zn,zv"
𨑠,zi
𨑣,zg
𨑤,zy
𨑥,zw
𨑨,zo
𨑩,zl
𨑪,zs
𨑫,zy
𨑼,zy
𨑽,zl
𨑿,zk
𨒀,zd
𨒄,zk
𨒅,zb
𨒆,zj
𨒇,zj
𨒉,zp
𨒊,zr
𨒋,zv
𨒍,zc
𨒑,zj
𨒙,zu
𨒜,zb
𨒞,zi
𨒢,"zn,zd"
𨒤,zb
𨒦,ze
𨒧,zy
𨒨,zr
𨒩,ze
𨒫,zy
𨒬,zt
𨒮,zr
𨒱,zb
𨒲,zv
𨒴,zs
𨒼,pg
𨒽,zl
𨓁,zy
𨓇,zj
𨓈,zk
𨓊,zv
𨓍,"zu,zl"
𨓚,ze
𨓦,zl
𨓨,zy
𨓩,zh
𨓬,zo
𨓭,zy
𨓮,zr
𨓯,zl
𨓰,zr
𨓲,zv
𨓳,zo
𨓴,ze
𨓷,zw
𨓿,zf
𨔗,zk
𨔙,zu
𨔛,zj
𨔡,"zn,zd,zu"
𨔢,zi
𨔣,zk
𨔤,zl
𨔥,zp
𨔦,za
𨔯,zu
𨕕,zk
𨕗,zl
𨕚,zo
𨕜,zr
𨕠,zv
𨕢,zt
𨕦,zw
𨕧,zk
𨕹,za
𨕺,zk
𨕻,zg
𨕽,pr
𨕿,zw
𨖊,zb
𨖋,zr
𨖌,zy
𨖎,zk
𨖏,zy
𨖚,zx
𨖛,zy
𨖠,zc
𨖢,zw
𨖬,zu
𨖭,zt
𨖮,zh
𨖰,zb
𨖳,zl
𨖴,zh
𨖵,zh
𨖶,zn
𨖷,zy
𨖹,zt
𨖼,zn
𨖾,zx
𨖿,zh
𨗑,zf
𨗓,zz
𨗝,pk
𨗞,zk
𨗡,zk
𨗥,zo
𨗦,zr
𨗨,zl
𨗼,zj
𨗾,zy
𨘁,zx
𨘂,zx
𨘃,zk
𨘄,zh
𨘇,zn
𨘉,zr
𨘌,zk
𨘔,zk
𨘬,zj
𨘮,zx
